domain,domain_length,subdomain_count,has_suspicious_keywords,A_record_count,ttl_avg,has_multiple_A_records,CNAME_count,MX_count,NS_count,TXT_count,has_AAAA,symbol_ratio,whois_days_to_expire,whois_success
delfi.lt,8.0,0.0,0.0,2.0,600.0,1.0,0.0,1.0,3.0,8.0,0.0,1.0,357.0,1.0
a-mo.net,8.0,0.0,0.0,4.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,717.0,1.0
cdnvideo.ru,11.0,0.0,0.0,1.0,300.0,0.0,0.0,7.0,5.0,4.0,0.0,1.0,197.0,1.0
usps.com,8.0,0.0,0.0,1.0,155.0,0.0,0.0,2.0,2.0,11.0,0.0,1.0,291.0,1.0
google.cn,9.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,177.0,1.0
atlassian.net,13.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,4.0,12.0,0.0,1.0,544.0,1.0
healthline.com,14.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,27.0,0.0,1.0,704.0,1.0
iso.org,7.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,4.0,13.0,0.0,1.0,79.0,1.0
themeforest.net,15.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,67.0,1.0
cursor.sh,9.0,0.0,0.0,1.0,181.0,0.0,0.0,5.0,4.0,2.0,0.0,1.0,-1.0,0.0
theatlantic.com,15.0,0.0,0.0,4.0,40766.0,1.0,0.0,5.0,8.0,15.0,0.0,1.0,327.0,1.0
disneyplus.com,14.0,0.0,0.0,1.0,91.0,0.0,0.0,1.0,8.0,13.0,1.0,1.0,183.0,1.0
quickconnect.to,15.0,0.0,0.0,2.0,60.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,73.0,1.0
me.com,6.0,0.0,0.0,1.0,48.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,335.0,1.0
twilio.com,10.0,0.0,0.0,3.0,34.0,1.0,0.0,2.0,6.0,36.0,0.0,1.0,401.0,1.0
kargo.com,9.0,0.0,0.0,4.0,1109.0,1.0,0.0,7.0,4.0,14.0,0.0,1.0,2278.0,1.0
xbox.com,8.0,0.0,0.0,5.0,2118.0,1.0,0.0,1.0,4.0,9.0,1.0,1.0,87.0,1.0
pbs.org,7.0,0.0,0.0,2.0,1811.0,1.0,0.0,1.0,4.0,28.0,0.0,1.0,211.0,1.0
datadoghq.com,13.0,0.0,0.0,4.0,34.0,1.0,0.0,7.0,4.0,35.0,0.0,1.0,292.0,1.0
dbankcloud.cn,13.0,0.0,1.0,2.0,600.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,2084.0,1.0
360.cn,6.0,0.0,0.0,2.0,300.0,1.0,0.0,3.0,6.0,4.0,0.0,1.0,542.0,1.0
firebaseio.com,14.0,0.0,0.0,4.0,258.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,390.0,1.0
nationalgeographic.com,22.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,10.0,0.0,1.0,383.0,1.0
substack.com,12.0,0.0,0.0,2.0,35.0,1.0,0.0,2.0,2.0,9.0,1.0,1.0,1679.0,1.0
unrulymedia.com,15.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,7.0,0.0,1.0,266.0,1.0
google.pl,9.0,0.0,0.0,1.0,206.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,362.0,1.0
change.org,10.0,0.0,0.0,2.0,300.0,1.0,0.0,7.0,2.0,18.0,0.0,1.0,1216.0,1.0
whitehouse.gov,14.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,361.0,1.0
nest.com,8.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,3.0,0.0,1.0,246.0,1.0
ailawandorder.com,17.0,0.0,0.0,1.0,10800.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,157.0,1.0
academia.edu,12.0,0.0,0.0,4.0,60.0,1.0,0.0,3.0,4.0,13.0,0.0,1.0,678.0,1.0
bsky.app,8.0,0.0,0.0,3.0,20.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,-1.0,0.0
arxiv.org,9.0,0.0,0.0,4.0,265.0,1.0,0.0,5.0,4.0,3.0,0.0,1.0,1559.0,1.0
teads.tv,8.0,0.0,0.0,3.0,60.0,1.0,0.0,5.0,4.0,13.0,0.0,1.0,336.0,1.0
onetag-sys.com,14.0,0.0,0.0,6.0,151.0,1.0,0.0,0.0,6.0,4.0,0.0,2.0,561.0,1.0
pornhub.com,11.0,0.0,0.0,1.0,10906.0,0.0,0.0,2.0,8.0,18.0,0.0,1.0,769.0,1.0
lenovo.com,10.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,6.0,34.0,0.0,1.0,350.0,1.0
bild.de,7.0,0.0,0.0,2.0,600.0,1.0,0.0,1.0,7.0,9.0,0.0,1.0,-1.0,0.0
primevideo.com,14.0,0.0,0.0,4.0,17.0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,405.0,1.0
flashtalking.com,16.0,0.0,0.0,1.0,588.0,0.0,0.0,2.0,4.0,10.0,0.0,1.0,109.0,1.0
poshvine.com,12.0,0.0,0.0,3.0,60.0,1.0,0.0,7.0,4.0,7.0,0.0,1.0,96.0,1.0
capcut.com,10.0,0.0,0.0,2.0,12.0,1.0,0.0,5.0,6.0,6.0,0.0,1.0,190.0,1.0
lefigaro.fr,11.0,0.0,0.0,2.0,20.0,1.0,0.0,4.0,6.0,14.0,1.0,1.0,161.0,1.0
bankofamerica.com,17.0,0.0,1.0,2.0,2784.0,1.0,0.0,2.0,7.0,35.0,0.0,1.0,98.0,1.0
unpkg.com,9.0,0.0,0.0,2.0,165.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,107.0,1.0
tplinkcloud.com,15.0,0.0,0.0,2.0,52.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,206.0,1.0
netgear.com,11.0,0.0,0.0,2.0,39.0,1.0,0.0,2.0,6.0,23.0,0.0,1.0,435.0,1.0
tencent.com,11.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,2549.0,1.0
huffingtonpost.com,18.0,0.0,0.0,4.0,300.0,1.0,0.0,5.0,4.0,8.0,0.0,1.0,170.0,1.0
globalsign.com,14.0,0.0,0.0,2.0,44.0,1.0,0.0,1.0,8.0,28.0,1.0,1.0,209.0,1.0
zoho.com,8.0,0.0,0.0,1.0,363.0,0.0,0.0,3.0,8.0,20.0,0.0,1.0,118.0,1.0
ebay.co.uk,10.0,1.0,0.0,2.0,11.0,1.0,0.0,2.0,8.0,14.0,0.0,2.0,358.0,1.0
ameblo.jp,9.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,313.0,1.0
alidns.com,10.0,0.0,0.0,1.0,120.0,0.0,0.0,0.0,3.0,8.0,0.0,1.0,1604.0,1.0
deltaork.com,12.0,0.0,0.0,2.0,222.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,203.0,1.0
google.com.tr,13.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,335.0,1.0
cloudns.net,11.0,0.0,0.0,4.0,170890.0,1.0,0.0,5.0,6.0,1.0,1.0,1.0,2998.0,1.0
linode.com,10.0,0.0,0.0,2.0,15.0,1.0,0.0,2.0,6.0,9.0,1.0,1.0,492.0,1.0
mailchi.mp,10.0,0.0,0.0,1.0,20.0,0.0,0.0,1.0,6.0,4.0,0.0,1.0,-1.0,0.0
google.com.mx,13.0,1.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,155.0,1.0
g.co,4.0,0.0,0.0,6.0,300.0,1.0,0.0,0.0,4.0,2.0,1.0,1.0,217.0,1.0
epa.gov,7.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,16.0,1.0,1.0,317.0,1.0
bitdefender.com,15.0,0.0,0.0,2.0,29.0,1.0,0.0,2.0,4.0,18.0,1.0,1.0,1356.0,1.0
name.com,8.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,12.0,0.0,1.0,2601.0,1.0
mozilla.net,11.0,0.0,0.0,1.0,360.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,131.0,1.0
chess.com,9.0,0.0,0.0,5.0,165.0,1.0,0.0,5.0,2.0,7.0,0.0,1.0,649.0,1.0
synology.com,12.0,0.0,0.0,2.0,10.0,1.0,0.0,2.0,4.0,11.0,0.0,1.0,1591.0,1.0
seznam.cz,9.0,0.0,0.0,2.0,3600.0,1.0,0.0,2.0,2.0,6.0,1.0,1.0,38.0,1.0
worldbank.org,13.0,0.0,1.0,2.0,300.0,1.0,0.0,4.0,4.0,13.0,0.0,1.0,2152.0,1.0
instructure.com,15.0,0.0,0.0,2.0,2463.0,1.0,0.0,5.0,4.0,28.0,0.0,1.0,156.0,1.0
coingecko.com,13.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,12.0,1.0,1.0,186.0,1.0
smartthings.com,15.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,13.0,0.0,1.0,739.0,1.0
otto.de,7.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,18.0,0.0,1.0,-1.0,0.0
intentiq.com,12.0,0.0,0.0,1.0,180.0,0.0,0.0,5.0,4.0,8.0,0.0,1.0,1281.0,1.0
shopeemobile.com,16.0,0.0,0.0,1.0,651.0,0.0,0.0,5.0,4.0,10.0,0.0,1.0,453.0,1.0
badoo.com,9.0,0.0,0.0,1.0,20406.0,0.0,0.0,2.0,8.0,7.0,0.0,1.0,612.0,1.0
samsungosp.com,14.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,10.0,1.0,0.0,1.0,550.0,1.0
firefox.com,11.0,0.0,0.0,1.0,184.0,0.0,0.0,1.0,4.0,11.0,0.0,1.0,379.0,1.0
state.gov,9.0,0.0,0.0,3.0,900.0,1.0,0.0,2.0,6.0,23.0,1.0,1.0,342.0,1.0
biblegateway.com,16.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,6.0,0.0,1.0,189.0,1.0
sonobi.com,10.0,0.0,0.0,1.0,803.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,70.0,1.0
wp.pl,5.0,0.0,0.0,1.0,60.0,0.0,0.0,2.0,3.0,4.0,0.0,1.0,218.0,1.0
lowes.com,9.0,0.0,0.0,8.0,19.0,1.0,0.0,1.0,8.0,30.0,0.0,1.0,280.0,1.0
mirtesen.ru,11.0,0.0,0.0,8.0,300.0,1.0,0.0,1.0,4.0,2.0,0.0,1.0,114.0,1.0
mgid.com,8.0,0.0,0.0,2.0,184.0,1.0,0.0,5.0,2.0,14.0,0.0,1.0,465.0,1.0
classlink.com,13.0,0.0,0.0,2.0,23.0,1.0,0.0,1.0,4.0,14.0,0.0,1.0,130.0,1.0
xiaohongshu.com,15.0,0.0,0.0,1.0,28.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,2987.0,1.0
xerox.com,9.0,0.0,0.0,2.0,900.0,1.0,0.0,2.0,8.0,32.0,0.0,1.0,474.0,1.0
he.net,6.0,0.0,0.0,1.0,79627.0,0.0,0.0,1.0,5.0,2.0,1.0,1.0,3234.0,1.0
daum.net,8.0,0.0,0.0,2.0,300.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,166.0,1.0
arcgis.com,10.0,0.0,0.0,3.0,49.0,1.0,0.0,2.0,4.0,7.0,0.0,1.0,262.0,1.0
ebay.de,7.0,0.0,0.0,2.0,9.0,1.0,0.0,2.0,8.0,25.0,0.0,1.0,-1.0,0.0
nic.do,6.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,7.0,2.0,1.0,1.0,674.0,1.0
adblockplus.org,15.0,0.0,0.0,1.0,509.0,0.0,0.0,5.0,6.0,7.0,0.0,1.0,261.0,1.0
pandora.com,11.0,0.0,0.0,1.0,75.0,0.0,0.0,2.0,4.0,31.0,1.0,1.0,97.0,1.0
segment.io,10.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,-1.0,0.0
chaturbate.com,14.0,0.0,0.0,2.0,98.0,1.0,0.0,5.0,3.0,9.0,1.0,1.0,789.0,1.0
betweendigital.com,18.0,0.0,0.0,1.0,14400.0,0.0,0.0,5.0,4.0,1.0,0.0,1.0,292.0,1.0
huffpost.com,12.0,0.0,0.0,4.0,300.0,1.0,0.0,5.0,4.0,16.0,0.0,1.0,170.0,1.0
innovid.com,11.0,0.0,0.0,2.0,46.0,1.0,0.0,2.0,8.0,14.0,0.0,1.0,601.0,1.0
heytapmobi.com,14.0,0.0,0.0,1.0,271.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,657.0,1.0
onesignal.com,13.0,0.0,0.0,2.0,176.0,1.0,0.0,5.0,2.0,5.0,1.0,1.0,720.0,1.0
supercell.com,13.0,0.0,0.0,4.0,12.0,1.0,0.0,2.0,4.0,27.0,0.0,1.0,497.0,1.0
rspamd.com,10.0,0.0,0.0,1.0,3487.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1039.0,1.0
repubblica.it,13.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,12.0,0.0,1.0,117.0,1.0
pikabu.ru,9.0,0.0,0.0,1.0,290.0,0.0,0.0,1.0,2.0,13.0,0.0,1.0,195.0,1.0
utorrent.com,12.0,0.0,0.0,1.0,900.0,0.0,0.0,5.0,2.0,5.0,0.0,1.0,387.0,1.0
onet.pl,7.0,0.0,0.0,4.0,60.0,1.0,0.0,1.0,4.0,6.0,0.0,1.0,101.0,1.0
dribbble.com,12.0,0.0,0.0,4.0,2740.0,1.0,0.0,5.0,4.0,7.0,1.0,1.0,31.0,1.0
openstreetmap.org,17.0,0.0,0.0,2.0,212.0,1.0,0.0,1.0,2.0,4.0,1.0,1.0,1419.0,1.0
ip-api.com,10.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,215.0,1.0
va.gov,6.0,0.0,0.0,1.0,30.0,0.0,0.0,1.0,4.0,14.0,1.0,1.0,317.0,1.0
character.ai,12.0,0.0,0.0,2.0,21.0,1.0,0.0,5.0,2.0,17.0,1.0,1.0,-1.0,0.0
ubnt.com,8.0,0.0,0.0,3.0,55.0,1.0,0.0,5.0,4.0,6.0,0.0,1.0,415.0,1.0
apple.news,10.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,-1.0,0.0
readthedocs.io,14.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,0.0,1.0,1.0,-1.0,0.0
rapid7.com,10.0,0.0,0.0,4.0,34.0,1.0,0.0,5.0,4.0,33.0,0.0,1.0,612.0,1.0
eporner.com,11.0,0.0,0.0,1.0,5736.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2392.0,1.0
cloudinary.com,14.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,4.0,36.0,0.0,1.0,245.0,1.0
python.org,10.0,0.0,0.0,4.0,300.0,1.0,0.0,1.0,4.0,10.0,1.0,1.0,2745.0,1.0
docker.io,9.0,0.0,0.0,3.0,27.0,1.0,0.0,6.0,4.0,5.0,1.0,1.0,-1.0,0.0
corriere.it,11.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,4.0,12.0,0.0,1.0,318.0,1.0
ryanair.com,11.0,0.0,0.0,4.0,26.0,1.0,0.0,2.0,6.0,21.0,1.0,1.0,2118.0,1.0
xnxx.com,8.0,0.0,0.0,8.0,246.0,1.0,0.0,7.0,6.0,2.0,0.0,1.0,2757.0,1.0
agoda.com,9.0,0.0,0.0,1.0,228.0,0.0,0.0,1.0,4.0,6.0,0.0,1.0,541.0,1.0
dyndns.org,10.0,0.0,0.0,1.0,99.0,0.0,0.0,1.0,4.0,4.0,0.0,1.0,61.0,1.0
riotgames.com,13.0,0.0,0.0,1.0,20.0,0.0,0.0,5.0,6.0,46.0,0.0,1.0,52.0,1.0
elmundo.es,10.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,4.0,9.0,1.0,1.0,-1.0,0.0
ubi.com,7.0,0.0,0.0,4.0,20.0,1.0,0.0,1.0,6.0,16.0,0.0,1.0,303.0,1.0
umeng.com,9.0,0.0,0.0,1.0,120.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1896.0,1.0
caixa.gov.br,12.0,1.0,0.0,1.0,288.0,0.0,0.0,1.0,3.0,12.0,0.0,2.0,-1.0,0.0
pixiv.net,9.0,0.0,0.0,4.0,300.0,1.0,0.0,5.0,2.0,11.0,0.0,1.0,298.0,1.0
deloitte.com,12.0,0.0,0.0,1.0,3600.0,0.0,0.0,4.0,4.0,87.0,0.0,1.0,577.0,1.0
hath.network,12.0,0.0,0.0,1.0,3600.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,-1.0,0.0
yimg.com,8.0,0.0,0.0,2.0,1061.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,236.0,1.0
figma.com,9.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,36.0,0.0,1.0,201.0,1.0
onedrive.com,12.0,0.0,0.0,1.0,340.0,0.0,0.0,0.0,4.0,7.0,0.0,1.0,259.0,1.0
www.gov.br,10.0,1.0,0.0,1.0,12890.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,-1.0,0.0
agora.io,8.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,-1.0,0.0
umich.edu,9.0,0.0,0.0,2.0,860.0,1.0,0.0,2.0,4.0,54.0,1.0,1.0,678.0,1.0
youku.com,9.0,0.0,0.0,1.0,300.0,0.0,0.0,2.0,4.0,4.0,1.0,1.0,92.0,1.0
francetvinfo.fr,15.0,0.0,0.0,1.0,86400.0,0.0,0.0,0.0,4.0,5.0,0.0,1.0,305.0,1.0
1drv.com,8.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,319.0,1.0
xing.com,8.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,4.0,23.0,0.0,1.0,337.0,1.0
xhamster.desi,13.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,-1.0,0.0
ipify.org,9.0,0.0,0.0,3.0,121.0,1.0,0.0,5.0,2.0,5.0,0.0,1.0,837.0,1.0
pusher.com,10.0,0.0,0.0,1.0,104.0,0.0,0.0,5.0,4.0,9.0,0.0,1.0,2446.0,1.0
asu.edu,7.0,0.0,0.0,2.0,120.0,1.0,0.0,2.0,6.0,34.0,0.0,1.0,313.0,1.0
lavanguardia.com,16.0,0.0,0.0,2.0,18000.0,1.0,0.0,2.0,6.0,6.0,0.0,1.0,326.0,1.0
split.io,8.0,0.0,0.0,2.0,82.0,1.0,0.0,5.0,4.0,12.0,0.0,1.0,-1.0,0.0
no-ip.com,9.0,0.0,0.0,1.0,60.0,0.0,0.0,3.0,4.0,2.0,0.0,2.0,378.0,1.0
geeksforgeeks.org,17.0,0.0,0.0,1.0,300.0,0.0,0.0,5.0,4.0,5.0,0.0,1.0,1640.0,1.0
tagesschau.de,13.0,0.0,0.0,1.0,86400.0,0.0,0.0,1.0,4.0,7.0,1.0,1.0,-1.0,0.0
interia.pl,10.0,0.0,0.0,2.0,3600.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0,2937.0,1.0
surfshark.com,13.0,0.0,0.0,2.0,174.0,1.0,0.0,5.0,2.0,18.0,1.0,1.0,2200.0,1.0
wikihow.com,11.0,0.0,0.0,4.0,86400.0,1.0,0.0,4.0,6.0,6.0,0.0,1.0,2821.0,1.0
marca.com,9.0,0.0,0.0,1.0,149.0,0.0,0.0,2.0,4.0,10.0,1.0,1.0,141.0,1.0
leparisien.fr,13.0,0.0,0.0,2.0,43200.0,1.0,0.0,2.0,8.0,32.0,0.0,1.0,250.0,1.0
jetbrains.com,13.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,13.0,0.0,1.0,1146.0,1.0
fortune.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,2.0,4.0,22.0,0.0,1.0,618.0,1.0
adsco.re,8.0,0.0,0.0,1.0,76357.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,512.0,1.0
statcounter.com,15.0,0.0,0.0,2.0,251.0,1.0,0.0,2.0,2.0,5.0,0.0,1.0,-1.0,0.0
aniview.com,11.0,0.0,0.0,4.0,40.0,1.0,0.0,5.0,5.0,22.0,0.0,1.0,1522.0,1.0
docomo.ne.jp,12.0,1.0,0.0,2.0,3600.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,-1.0,0.0
rayjump.com,11.0,0.0,0.0,1.0,60.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1811.0,1.0
screenrant.com,14.0,0.0,0.0,1.0,81585.0,0.0,0.0,5.0,6.0,9.0,0.0,1.0,444.0,1.0
moneycontrol.com,16.0,0.0,0.0,2.0,20.0,1.0,0.0,3.0,6.0,11.0,1.0,1.0,1621.0,1.0
quizizz.com,11.0,0.0,0.0,4.0,7.0,1.0,0.0,5.0,4.0,15.0,1.0,1.0,839.0,1.0
beget.com,9.0,0.0,0.0,1.0,30.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,99.0,1.0
note.com,8.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,10.0,0.0,1.0,956.0,1.0
infobae.com,11.0,0.0,0.0,2.0,20.0,1.0,0.0,5.0,4.0,11.0,1.0,1.0,196.0,1.0
goal.com,8.0,0.0,0.0,3.0,60.0,1.0,0.0,5.0,4.0,17.0,0.0,1.0,210.0,1.0
as.com,6.0,0.0,0.0,2.0,20.0,1.0,0.0,0.0,6.0,12.0,1.0,1.0,73.0,1.0
gsmarena.com,12.0,0.0,0.0,1.0,3600.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,998.0,1.0
samsungelectronics.com,22.0,0.0,0.0,1.0,205.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,24.0,1.0
terra.com.br,12.0,1.0,0.0,1.0,120.0,0.0,0.0,1.0,8.0,9.0,0.0,2.0,800.0,1.0
mongodb.com,11.0,0.0,0.0,2.0,2843.0,1.0,0.0,5.0,4.0,48.0,0.0,1.0,2848.0,1.0
hotstar.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,3.0,4.0,42.0,0.0,1.0,2927.0,1.0
frontiersin.org,15.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,17.0,0.0,1.0,144.0,1.0
code.org,8.0,0.0,0.0,4.0,60.0,1.0,0.0,5.0,4.0,13.0,0.0,1.0,372.0,1.0
goo.ne.jp,9.0,1.0,0.0,1.0,900.0,0.0,0.0,1.0,4.0,3.0,0.0,2.0,-1.0,0.0
freefiremobile.com,18.0,0.0,0.0,1.0,900.0,0.0,0.0,5.0,4.0,14.0,0.0,1.0,348.0,1.0
bfmtv.com,9.0,0.0,0.0,3.0,60.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,55.0,1.0
166.com,7.0,0.0,0.0,1.0,300.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,170.0,1.0
ilovepdf.com,12.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,10.0,1.0,1.0,1547.0,1.0
idnes.cz,8.0,0.0,0.0,1.0,300.0,0.0,0.0,4.0,3.0,4.0,0.0,1.0,29.0,1.0
asus.com,8.0,0.0,0.0,1.0,82432.0,0.0,0.0,3.0,4.0,22.0,0.0,1.0,2224.0,1.0
letterboxd.com,14.0,0.0,0.0,2.0,300.0,1.0,0.0,5.0,2.0,8.0,1.0,1.0,836.0,1.0
trendyol.com,12.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,2.0,31.0,0.0,1.0,1112.0,1.0
sportskeeda.com,15.0,0.0,0.0,2.0,60.0,1.0,0.0,7.0,4.0,14.0,0.0,1.0,3617.0,1.0
alipaydns.com,13.0,0.0,0.0,2.0,60.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,188.0,1.0
poki.com,8.0,0.0,0.0,2.0,71.0,1.0,0.0,6.0,2.0,7.0,1.0,1.0,209.0,1.0
jamfcloud.com,13.0,0.0,0.0,3.0,108.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,203.0,1.0
metamask.io,11.0,0.0,0.0,2.0,161.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,-1.0,0.0
ddns.net,8.0,0.0,0.0,1.0,60.0,0.0,0.0,1.0,5.0,2.0,0.0,1.0,645.0,1.0
meethue.com,11.0,0.0,0.0,1.0,300.0,0.0,0.0,5.0,3.0,13.0,0.0,1.0,246.0,1.0
ioam.de,7.0,0.0,0.0,1.0,600.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,-1.0,0.0
bitdefender.net,15.0,0.0,0.0,2.0,210.0,1.0,0.0,2.0,4.0,1.0,1.0,1.0,419.0,1.0
youronlinechoices.com,21.0,0.0,0.0,1.0,3600.0,0.0,0.0,5.0,2.0,1.0,0.0,1.0,518.0,1.0
google.ru,9.0,0.0,0.0,1.0,78.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,165.0,1.0
digitaloceanspaces.com,22.0,0.0,0.0,2.0,300.0,1.0,0.0,0.0,2.0,4.0,1.0,1.0,1617.0,1.0
garmin.com,10.0,0.0,0.0,1.0,113.0,0.0,0.0,2.0,6.0,42.0,0.0,1.0,224.0,1.0
n-tv.de,7.0,0.0,0.0,4.0,60.0,1.0,0.0,4.0,4.0,15.0,0.0,2.0,-1.0,0.0
coursera.org,12.0,0.0,0.0,4.0,60.0,1.0,0.0,7.0,4.0,36.0,0.0,1.0,113.0,1.0
ameba.jp,8.0,0.0,0.0,2.0,60.0,1.0,0.0,1.0,4.0,8.0,0.0,1.0,282.0,1.0
tinkoff.ru,10.0,0.0,0.0,1.0,300.0,0.0,0.0,1.0,4.0,18.0,0.0,1.0,345.0,1.0
kleinanzeigen.de,16.0,0.0,0.0,3.0,300.0,1.0,0.0,5.0,4.0,3.0,0.0,1.0,-1.0,0.0
playrix.com,11.0,0.0,0.0,4.0,60.0,1.0,0.0,7.0,4.0,10.0,0.0,1.0,204.0,1.0
apa.org,7.0,0.0,0.0,2.0,300.0,1.0,0.0,2.0,4.0,10.0,0.0,1.0,402.0,1.0
finn.no,7.0,0.0,0.0,1.0,30.0,0.0,0.0,5.0,4.0,19.0,0.0,1.0,-1.0,0.0
yale.edu,8.0,0.0,0.0,3.0,14400.0,1.0,0.0,1.0,5.0,42.0,1.0,1.0,678.0,1.0
uchi.ru,7.0,0.0,0.0,1.0,600.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,89.0,1.0
hackaday.com,12.0,0.0,0.0,1.0,1509.0,0.0,0.0,5.0,3.0,5.0,0.0,1.0,263.0,1.0
clarin.com,10.0,0.0,0.0,2.0,300.0,1.0,0.0,1.0,2.0,5.0,1.0,1.0,1059.0,1.0
20minutos.es,12.0,0.0,0.0,4.0,53.0,1.0,0.0,1.0,4.0,3.0,0.0,1.0,-1.0,0.0
gofundme.com,12.0,0.0,0.0,4.0,60.0,1.0,0.0,7.0,4.0,34.0,0.0,1.0,123.0,1.0
deezer.com,10.0,0.0,0.0,4.0,31.0,1.0,0.0,7.0,4.0,26.0,0.0,1.0,131.0,1.0
jimdo.com,9.0,0.0,0.0,2.0,1936.0,1.0,0.0,5.0,4.0,14.0,0.0,1.0,71.0,1.0
lanacion.com.ar,15.0,1.0,0.0,3.0,300.0,1.0,0.0,1.0,4.0,13.0,0.0,2.0,102.0,1.0
