num_links,num_forms,num_inputs,num_scripts,num_iframes,has_login,num_meta,text_length,has_password_field,has_https_links,external_script_ratio,external_links_ratio,has_sensitive_keywords,num_exclamations,num_uppercase_words,avg_link_length,num_divs,num_images,num_inline_styles,num_css_files,num_external_css,label
3,0,0,7,2,0,2,116,0,1,0.6666666666666666,1.0,0,0,1,47.333333333333336,12,5,8,0,0,0
173,1,3,78,9,0,37,6440,0,1,0.6458333333333334,0.28901734104046245,1,1,73,23.416184971098264,355,67,53,22,2,0
11,0,0,4,0,0,2,209,0,1,1.0,0.2727272727272727,1,0,0,20.0,1,3,11,1,0,0
859,2,3,95,5,1,51,32687,0,1,0.9047619047619048,0.9871944121071012,1,4,87,93.26604434072345,552,173,29,16,16,0
51,1,5,55,12,0,30,2012,0,1,0.8936170212765957,0.6078431372549019,1,2,12,64.89189189189189,216,33,133,2,2,0
175,2,8,21,12,0,20,12093,0,1,1.0,0.8285714285714286,1,2,65,36.41379310344828,298,41,56,14,11,0
285,4,95,194,8,1,28,12094,1,1,0.8188976377952756,0.775438596491228,1,1,34,43.059649122807016,666,43,54,8,4,0
450,4,11,57,12,1,29,19790,0,1,0.8,0.9111111111111111,1,4,56,58.204899777282854,983,238,29,2,1,0
205,2,29,66,1,1,19,16012,0,1,0.4583333333333333,0.7902439024390244,1,2,75,72.86829268292684,238,13,44,4,3,0
190,1,5,41,11,0,25,5919,0,1,0.7741935483870968,0.4052631578947368,0,3,25,44.957671957671955,214,43,44,3,2,0
136,2,2,36,2,0,20,4426,0,1,0.47058823529411764,0.10294117647058823,1,0,15,27.772058823529413,118,11,27,3,1,0
105,2,8,16,0,1,26,7811,0,1,1.0,0.8285714285714286,1,2,27,34.15841584158416,556,21,36,1,1,0
217,1,8,41,5,0,20,9400,0,1,0.7272727272727273,0.391705069124424,1,1,17,39.26728110599078,138,13,15,6,1,0
147,1,7,46,1,0,14,7219,0,1,0.65625,0.1564625850340136,1,0,3,35.03448275862069,257,41,9,4,0,0
366,1,16,34,4,1,15,11583,0,1,0.55,0.030054644808743168,1,0,17,45.824615384615385,304,2,19,1,0,0
894,4,411,58,2,0,26,89045,0,1,0.5,0.1912751677852349,1,0,516,35.83666274970623,1029,407,1344,6,0,0
49,2,0,46,14,1,35,5703,0,1,0.9130434782608695,0.16326530612244897,1,7,10,15.125,96,9,37,3,1,0
555,1,30,52,2,0,25,13516,0,1,0.3488372093023256,0.32432432432432434,1,0,37,53.75451263537906,186,4,18,1,0,0
172,1,8,6,0,1,18,3805,0,1,0.0,0.47674418604651164,1,1,6,44.64912280701754,104,17,14,3,0,0
242,2,1,48,9,0,23,8236,0,1,0.8333333333333334,0.06611570247933884,1,0,68,44.995850622406635,296,16,20,0,0,0
202,4,12,22,7,0,32,11438,1,1,0.8571428571428571,0.9653465346534653,1,0,34,54.28217821782178,254,43,30,2,2,0
63,3,11,54,6,1,6,4391,0,1,0.49019607843137253,0.5238095238095238,1,2,14,35.22222222222222,138,14,20,5,3,0
156,1,1,46,15,0,23,5875,0,1,0.8611111111111112,0.8653846153846154,1,1,48,59.64963503649635,204,56,50,0,0,0
282,0,0,42,0,0,25,7221,0,1,1.0,0.23404255319148937,1,0,7,115.54609929078015,1003,76,0,2,2,0
72,1,5,21,4,0,24,2013,0,1,1.0,0.8472222222222222,1,1,10,44.2463768115942,74,14,6,3,3,0
278,2,7,66,17,1,23,8487,0,1,0.7096774193548387,0.21942446043165467,1,1,53,28.74721189591078,337,60,70,3,1,0
94,1,3,42,1,1,37,5048,0,1,0.2903225806451613,0.6914893617021277,1,1,37,44.319148936170215,359,103,213,7,0,0
200,16,183,3,2,0,16,45238,1,1,0.6666666666666666,0.18,1,2,294,16.763636363636362,2420,34,15,1,0,0
158,0,8,136,11,1,26,7922,0,1,0.7777777777777778,0.9177215189873418,1,0,17,53.30065359477124,499,43,362,2,2,0
56,0,0,44,14,0,31,2938,0,1,0.9310344827586207,1.0,1,1,71,54.80357142857143,184,34,20,9,9,0
242,2,2,67,1,0,26,19465,0,1,0.5833333333333334,0.19008264462809918,1,3,131,48.078512396694215,968,140,62,26,1,0
132,1,9,24,2,1,36,7721,0,1,0.3,0.9318181818181818,1,5,46,46.63565891472868,139,27,21,2,0,0
44,1,11,33,0,1,20,807,1,1,1.0,0.9772727272727273,1,1,3,54.56818181818182,67,8,11,3,3,0
184,4,9,15,0,1,7,3191,1,0,0.08333333333333333,0.0,1,4,6,18.617486338797814,270,40,14,5,1,0
381,1,32,69,8,0,25,7792,0,1,0.575,0.10236220472440945,1,0,85,33.507894736842104,398,80,46,6,0,0
243,3,21,9,1,0,6,3541,0,1,0.0,0.13168724279835392,0,0,21,35.32098765432099,61,44,21,2,0,0
301,1,3,58,5,0,59,13221,0,1,0.6785714285714286,0.7774086378737541,1,3,38,71.82608695652173,188,140,6,2,2,0
329,2,8,11,0,0,14,5049,0,1,0.42857142857142855,0.47720364741641336,0,0,20,46.11550151975684,212,57,58,2,0,0
251,5,5,75,31,0,50,9356,0,1,0.5789473684210527,0.9482071713147411,1,2,97,76.54980079681275,516,40,104,2,1,0
211,0,2,54,3,1,18,8698,0,1,0.75,0.15165876777251186,1,1,52,28.533980582524272,350,35,48,1,1,0
143,1,1,35,4,1,14,4380,0,1,0.625,0.986013986013986,1,0,11,59.35664335664335,123,25,209,2,1,0
343,3,10,53,12,1,15,11133,0,1,0.5405405405405406,0.27113702623906705,1,1,49,37.875739644970416,518,57,54,3,1,0
246,1,3,43,3,1,11,6809,0,1,0.7407407407407407,0.10569105691056911,1,0,92,25.672268907563026,215,25,44,2,0,0
117,3,52,61,13,1,18,10730,1,1,0.6363636363636364,0.39316239316239315,1,6,6,34.241379310344826,268,51,77,5,4,0
79,1,0,51,2,1,25,3936,0,1,0.65625,0.3291139240506329,1,17,8,29.012820512820515,254,37,47,8,0,0
739,0,0,95,8,1,84,21924,0,1,0.9354838709677419,0.9810554803788903,1,5,78,65.7125340599455,1719,43,212,10,10,0
102,1,1,12,1,0,34,3790,0,1,0.7,0.5490196078431373,1,0,23,26.862745098039216,204,10,7,2,0,0
387,1,0,33,0,0,12,11877,0,1,0.9259259259259259,0.05167958656330749,1,0,54,78.75968992248062,103,11,780,3,0,0
69,1,1,18,2,0,21,2366,0,1,0.6428571428571429,0.43478260869565216,0,1,33,31.55072463768116,66,7,9,1,0,0
100,0,1,19,4,1,29,2634,0,1,0.7333333333333333,0.07,1,0,100,16.565656565656564,207,25,107,2,0,0
145,0,0,32,3,0,38,819,0,1,0.95,0.020689655172413793,1,0,2,9.703448275862069,139,9,27,2,2,0
286,1,11,104,16,1,22,17233,0,1,0.803921568627451,0.9020979020979021,1,1,23,70.53571428571429,598,41,133,4,0,0
2,0,0,0,0,0,0,732,0,1,0.0,1.0,0,0,3,99.0,1,0,0,0,0,0
101,1,7,9,0,0,14,4420,0,1,0.0,0.04950495049504951,1,0,25,25.900990099009903,55,16,32,9,0,0
494,2,26,43,1,1,23,18037,0,1,0.8,0.9736842105263158,1,0,54,62.71486761710794,268,15,27,3,3,0
151,2,3,25,1,0,7,7446,0,1,1.0,0.8344370860927153,1,2,11,34.74666666666667,204,18,4,4,4,0
336,1,10,35,20,0,9,18044,0,1,0.6,0.11904761904761904,1,0,58,45.84477611940299,744,48,97,4,0,0
219,6,39,53,15,0,42,6282,0,1,0.8888888888888888,0.8356164383561644,0,4,6,65.51162790697674,203,48,28,3,3,0
103,1,0,16,0,1,20,4737,0,1,0.9333333333333333,0.44660194174757284,1,0,11,66.18446601941747,73,34,0,5,5,0
81,2,7,14,0,0,22,8713,0,1,0.9230769230769231,0.38271604938271603,1,1,9,53.111111111111114,80,21,0,10,10,0
271,2,3,34,3,0,15,7255,0,1,0.6538461538461539,0.5129151291512916,1,1,21,31.881918819188193,113,30,41,10,10,0
345,2,4,20,0,0,18,13238,0,1,0.0,0.0463768115942029,0,2,37,32.94955489614243,452,2,80,2,0,0
102,3,6,5,0,0,28,3047,0,1,0.5,0.18627450980392157,1,0,18,24.42156862745098,98,9,12,1,0,0
438,2,8,132,16,0,45,16344,0,1,0.896551724137931,0.9840182648401826,1,1,160,109.50572082379863,949,91,128,10,10,0
241,3,15,46,9,1,9,9578,0,1,0.4411764705882353,0.9336099585062241,1,6,52,36.83613445378151,263,31,100,2,0,0
59,1,1,35,0,0,5,2900,0,1,0.2727272727272727,0.1694915254237288,1,0,9,16.88135593220339,28,3,9,12,0,0
464,1,1,67,7,1,33,13354,0,1,0.8846153846153846,0.9547413793103449,1,18,86,61.61471861471861,373,117,117,2,2,0
88,0,0,9,1,0,13,1567,0,1,1.0,0.5,0,0,18,24.647727272727273,37,31,16,4,4,0
221,0,0,33,1,0,13,5254,0,1,0.8518518518518519,0.9276018099547512,1,0,10,26.37727272727273,550,99,108,2,2,0
9,0,0,2,0,0,4,455,0,1,0.0,0.8888888888888888,0,2,0,94.0,11,0,2,1,0,0
147,1,3,25,2,1,5,2667,0,1,0.5714285714285714,0.4965986394557823,1,0,9,32.0,85,0,7,5,5,0
70,2,14,18,0,0,24,6243,1,1,1.0,0.6571428571428571,1,13,13,39.84285714285714,256,35,40,2,2,0
44,1,11,33,0,1,20,807,1,1,1.0,0.9772727272727273,1,1,3,54.56818181818182,67,8,11,3,3,0
266,10,23,50,2,1,5,22998,1,1,0.9047619047619048,0.6203007518796992,1,5,154,36.34586466165413,892,36,88,3,3,0
242,1,9,57,2,0,4,9970,0,1,0.5,0.08264462809917356,1,2,99,27.483050847457626,375,22,91,6,2,0
163,3,5,37,1,1,7,6231,0,1,0.6363636363636364,0.4785276073619632,1,1,28,49.675,204,38,60,5,1,0
98,1,4,25,3,0,24,2374,0,1,0.5263157894736842,0.1836734693877551,1,0,41,30.632653061224488,72,2,25,2,0,0
246,7,28,92,16,1,41,15263,0,1,0.7017543859649122,0.3089430894308943,1,1,58,35.377049180327866,561,30,111,4,2,0
186,1,8,54,8,1,52,9565,0,1,0.7843137254901961,0.9301075268817204,1,1,12,70.48108108108109,876,10,194,3,1,0
98,0,1,127,3,1,18,7731,0,1,0.975,0.4489795918367347,1,1,33,44.916666666666664,489,39,85,33,33,0
408,3,3,97,9,1,27,18130,0,1,0.5945945945945946,0.25980392156862747,1,3,63,40.875,917,143,65,1,1,0
554,3,19,113,24,1,31,15250,0,1,0.8813559322033898,0.5505415162454874,1,3,125,109.21090909090908,467,70,68,11,11,0
250,1,2,20,3,0,13,14859,0,1,0.625,0.464,1,1,130,44.524193548387096,289,63,85,5,2,0
671,1,1,39,4,0,31,23590,0,1,0.9655172413793104,0.5812220566318927,1,2,138,39.18777943368107,641,99,25,13,3,0
226,5,20,81,8,0,21,7702,0,1,0.38666666666666666,0.16371681415929204,1,0,10,40.890625,208,27,39,6,2,0
723,1,60,18,6,1,15,8796,0,1,1.0,0.4896265560165975,0,27,117,19.073305670816044,710,178,171,2,2,0
169,1,11,40,0,1,7,4034,0,1,0.10714285714285714,0.7337278106508875,1,0,47,37.278481012658226,200,14,50,20,1,0
483,3,9,139,19,1,59,20591,0,1,0.8901098901098901,0.9813664596273292,1,1,161,99.88381742738589,1032,93,112,11,11,0
274,4,51,85,14,1,29,9277,0,1,0.9285714285714286,0.8540145985401459,1,1,68,73.62773722627738,702,79,159,2,2,0
202,1,7,142,17,1,29,11110,0,1,0.8448275862068966,0.9405940594059405,1,1,190,61.717277486910994,396,32,91,5,5,0
242,2,2,14,1,1,9,14847,0,1,0.4,0.16115702479338842,1,0,83,46.34583333333333,226,16,2,3,0,0
253,2,13,30,4,1,5,26138,0,1,0.5,0.8853754940711462,1,0,199,40.03557312252964,160,34,72,2,0,0
120,1,3,38,1,0,18,4429,0,1,0.9615384615384616,0.85,1,0,30,44.902654867256636,205,22,71,17,17,0
651,3,8,99,13,0,44,16305,0,1,0.7391304347826086,0.9708141321044547,1,10,177,116.26543209876543,797,245,146,5,5,0
93,4,28,7,0,0,19,3958,0,1,0.0,0.44086021505376344,1,0,10,27.010752688172044,79,12,1,0,0,0
43,2,28,45,2,1,18,7962,0,1,0.9285714285714286,0.9069767441860465,1,4,23,29.0,522,7,14,6,6,0
344,3,36,61,7,1,33,19292,1,1,0.7647058823529411,0.14825581395348839,1,3,99,42.54005934718101,377,53,101,10,6,0
31,2,14,18,1,1,20,7246,0,1,1.0,0.4838709677419355,1,1,18,21.93548387096774,174,6,17,3,2,0
176,1,5,19,1,0,23,8234,0,1,0.8461538461538461,0.2840909090909091,0,2,18,28.232954545454547,164,10,70,0,0,0
208,4,10,105,10,1,34,9128,0,1,1.0,0.9038461538461539,1,1,50,78.44660194174757,779,77,78,24,24,0
4,0,2,9,0,0,2,1464,0,1,1.0,0.75,0,0,7,35.0,11,2,1,4,4,0
227,0,0,14,1,0,20,12630,0,1,0.375,0.8414096916299559,1,0,138,63.60352422907489,389,93,34,4,1,0
275,1,1,142,10,0,29,6970,0,1,0.4603174603174603,0.34545454545454546,1,3,57,70.41176470588235,259,83,67,16,4,0
4538,2,16,87,11,1,27,124215,0,1,0.5370370370370371,0.8984133979726752,1,3,1707,73.99624972424444,5447,320,172,1,1,0
217,0,8,38,11,0,29,8870,0,1,0.8,0.055299539170506916,1,1,47,33.674528301886795,347,34,152,2,1,0
231,1,3,22,6,0,41,8029,0,1,1.0,0.03463203463203463,1,0,29,45.76888888888889,153,61,68,2,2,0
579,0,0,45,0,0,41,32642,0,1,0.05555555555555555,0.5993091537132987,1,2,165,83.74434782608695,473,143,171,0,0,0
372,2,17,51,13,0,51,25126,0,1,0.8076923076923077,0.260752688172043,1,8,155,68.15902964959568,1305,108,97,43,0,0
157,2,7,83,10,0,48,10721,0,1,0.6031746031746031,0.2484076433121019,1,0,72,43.77070063694268,246,55,144,5,2,0
358,1,17,113,7,0,34,19642,0,1,0.6,0.12290502793296089,1,6,125,74.04213483146067,1063,141,150,8,2,0
351,2,11,56,6,0,22,10323,0,1,1.0,0.9287749287749287,1,0,16,64.79942693409743,305,44,35,12,11,0
343,4,14,52,6,1,18,23140,0,1,0.9411764705882353,0.1924198250728863,1,3,99,50.17664670658683,517,106,36,8,8,0
571,1,29,54,2,1,25,14749,0,1,0.4418604651162791,0.287215411558669,1,0,81,54.67662565905097,288,16,16,1,0,0
682,2,3,87,14,1,21,18116,0,1,0.7301587301587301,0.33724340175953077,1,0,87,60.033773861967695,352,77,142,2,2,0
339,1,6,27,0,1,27,12902,0,1,1.0,0.02654867256637168,1,0,76,125.16722408026756,1249,48,31,2,2,0
80,1,3,65,7,1,25,7865,0,1,1.0,0.3875,1,0,21,153.175,446,30,122,10,10,0
269,0,0,122,23,0,27,16099,0,1,0.9240506329113924,0.4312267657992565,1,3,182,59.60223048327138,638,173,55,3,3,0
282,1,5,92,4,1,16,12106,0,1,0.45454545454545453,0.1950354609929078,1,5,102,49.5709219858156,165,26,56,17,2,0
27,1,2,7,2,0,6,1361,0,1,0.2,0.25925925925925924,1,0,19,26.62962962962963,4,0,2,3,0,0
56,0,0,8,0,0,1,1039,0,1,0.5,0.16071428571428573,0,0,3,20.891304347826086,5,1,0,0,0,0
302,0,4,13,1,0,19,3854,0,1,0.42857142857142855,0.8841059602649006,1,0,64,34.91059602649007,289,167,128,2,0,0
886,1,11,65,9,1,96,33040,0,1,0.575,0.2595936794582393,1,0,526,32.488713318284425,2231,429,132,4,0,0
95,11,23,47,3,0,25,6883,0,1,0.40540540540540543,0.23157894736842105,1,2,45,26.47872340425532,251,13,19,5,1,0
150,1,1,45,3,1,3,4729,0,1,1.0,0.5,1,0,24,31.46,320,87,84,19,19,0
291,1,5,69,17,0,31,3634,0,1,0.7272727272727273,0.8419243986254296,1,5,30,55.017361111111114,411,82,100,6,1,0
202,3,14,20,0,0,21,6854,0,1,0.4666666666666667,0.47029702970297027,1,0,103,36.455497382198956,160,16,16,10,7,0
515,1,9,108,7,1,21,11552,0,1,0.9876543209876543,0.9864077669902913,1,0,82,46.3046875,632,37,117,5,2,0
71,0,0,41,2,0,8,1022,0,1,0.5555555555555556,0.2112676056338028,1,0,26,21.098591549295776,41,14,6,3,0,0
223,2,5,44,7,0,17,27321,0,1,0.5365853658536586,0.3183856502242152,1,37,98,50.71748878923767,2513,157,166,0,0,0
180,1,1,12,0,0,18,6017,0,1,0.75,0.15,1,0,46,27.572222222222223,211,28,4,5,0,0
311,1,11,110,16,1,22,18395,0,1,0.7884615384615384,0.954983922829582,1,2,100,67.94098360655738,596,40,137,4,0,0
295,1,1,27,4,1,22,7512,0,1,0.3684210526315789,0.34576271186440677,1,0,39,26.959044368600683,205,19,26,7,2,0
221,2,2,67,14,1,26,6142,0,1,0.68,0.9049773755656109,1,0,70,76.78733031674209,689,3,70,7,7,0
68,2,6,16,0,0,10,2147,0,1,0.36363636363636365,0.14705882352941177,1,0,27,32.0,151,9,6,5,0,0
141,4,16,30,3,0,23,14258,0,1,1.0,0.8085106382978723,1,6,13,52.851063829787236,143,60,12,5,5,0
30,0,1,4,0,0,18,920,0,1,0.3333333333333333,0.6333333333333333,0,0,5,33.5,10,2,1,3,2,0
430,1,5,28,1,0,22,11439,0,1,0.6666666666666666,0.15813953488372093,1,0,33,36.154205607476634,582,73,25,4,2,0
127,3,8,45,6,0,21,6221,0,1,0.76,0.30708661417322836,1,0,38,31.572580645161292,202,32,37,2,1,0
3,0,0,1,0,0,3,377,0,1,0.0,0.6666666666666666,1,1,0,30.333333333333332,0,0,0,0,0,0
184,2,2,6,0,0,12,9202,0,1,0.6666666666666666,0.45652173913043476,1,0,13,38.72677595628415,63,19,6,2,2,0
253,2,8,57,10,0,8,7654,0,1,0.7352941176470589,0.8142292490118577,1,0,15,52.16129032258065,376,38,52,7,5,0
203,0,2,60,2,1,20,8472,0,1,0.7058823529411765,0.15270935960591134,1,0,43,28.303482587064675,289,15,38,1,1,0
308,0,9,46,8,0,33,29459,0,1,0.967741935483871,0.7792207792207793,1,1,96,72.00977198697069,526,68,68,5,5,0
143,2,6,31,1,0,18,3409,0,1,0.17391304347826086,0.027972027972027972,1,2,14,23.993006993006993,147,15,35,9,0,0
218,6,52,78,8,0,33,15338,0,1,0.9069767441860465,0.1559633027522936,1,2,38,33.07981220657277,480,51,110,13,11,0
439,3,6,15,0,0,12,15664,0,1,0.7142857142857143,0.6355353075170843,1,6,139,51.12171837708831,171,35,87,2,0,0
154,2,2,62,2,0,25,4895,0,1,0.26666666666666666,0.15584415584415584,1,0,52,18.38562091503268,188,11,15,27,2,0
706,2,21,193,0,1,26,16805,0,1,0.788235294117647,0.9645892351274787,1,0,336,56.72096317280453,764,59,552,6,3,0
0,0,0,0,0,0,0,40,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0
169,3,9,50,1,0,12,9294,0,1,0.045454545454545456,0.7100591715976331,1,1,74,48.2969696969697,336,60,68,11,1,0
458,2,10,173,14,1,48,30076,0,1,0.6935483870967742,0.4890829694323144,1,3,208,159.30634573304158,1353,107,69,4,1,0
383,2,2,63,15,1,50,31645,0,1,0.8372093023255814,0.1618798955613577,1,5,130,55.64490861618799,362,45,50,1,1,0
330,6,25,44,6,1,14,9272,0,1,0.5454545454545454,0.15151515151515152,1,2,45,44.61818181818182,151,6,287,16,1,0
1354,0,2,67,12,0,32,70625,0,1,0.6122448979591837,0.981536189069424,1,6,511,81.40354767184036,2530,335,431,4,2,0
97,1,2,67,7,0,39,4621,0,1,0.6153846153846154,0.9278350515463918,1,0,6,56.06185567010309,225,83,20,16,10,0
232,1,16,65,2,1,32,11278,0,1,0.08,0.9353448275862069,1,0,49,40.59825327510917,467,31,39,20,2,0
586,4,29,76,13,1,16,12174,0,1,0.7058823529411765,0.8890784982935154,1,1,182,103.67736185383244,482,96,132,2,2,0
407,1,3,105,14,1,31,9743,0,1,0.8360655737704918,0.9582309582309583,1,2,28,76.42431761786601,218,38,83,10,7,0
90,1,11,67,4,1,33,2271,1,1,0.225,0.6222222222222222,1,2,12,81.88095238095238,213,4,14,4,1,0
159,0,0,13,0,0,19,4269,0,1,0.16666666666666666,0.16352201257861634,1,1,33,17.61006289308176,120,46,8,2,0,0
326,6,284,40,2,1,17,11769,0,1,0.34375,0.03374233128834356,1,2,52,14.80923076923077,150,6,35,5,2,0
158,0,0,14,0,1,15,5298,0,1,1.0,0.9873417721518988,1,0,12,55.860759493670884,77,12,282,4,4,0
138,3,11,15,1,0,17,7824,0,1,0.45454545454545453,0.09420289855072464,1,0,44,50.481751824817515,408,28,3,3,0,0
135,3,5,57,7,1,4,4048,0,1,0.47619047619047616,0.17037037037037037,1,2,28,35.775510204081634,460,29,76,7,0,0
90,1,11,67,4,1,33,2271,1,1,0.225,0.6222222222222222,1,2,12,81.88095238095238,213,4,14,4,1,0
157,0,10,32,5,0,59,8732,0,1,0.5555555555555556,0.2929936305732484,1,0,27,38.549668874172184,316,79,21,1,0,0
157,0,10,30,5,0,59,8722,0,1,0.5294117647058824,0.2929936305732484,1,0,27,39.211920529801326,316,78,20,1,0,0
128,2,7,75,4,1,16,3628,0,1,0.6923076923076923,0.1796875,1,11,57,46.0078125,409,47,63,32,2,0
215,2,3,62,9,1,23,9427,0,1,0.8723404255319149,0.7813953488372093,1,0,81,34.325581395348834,295,26,59,3,3,0
148,2,27,63,3,1,21,11465,0,1,0.9,0.9662162162162162,1,3,22,43.78378378378378,288,56,26,7,7,0
118,3,6,7,1,0,6,4989,0,1,0.6666666666666666,0.17796610169491525,1,0,26,47.813559322033896,147,15,2,1,1,0
1,0,0,0,0,0,0,10,0,0,0.0,0.0,0,0,0,8.0,0,1,0,0,0,0
397,2,2,15,0,0,6,36097,0,1,1.0,0.690176322418136,1,2,51,28.11392405063291,193,24,119,9,9,0
399,1,3,13,1,0,14,4240,0,1,0.0,0.05513784461152882,1,1,5,30.36591478696742,735,172,226,1,0,0
96,1,5,9,0,0,7,8118,0,1,0.2,0.7395833333333334,0,3,4,50.91304347826087,55,8,13,1,0,0
111,1,2,56,1,0,21,4538,0,1,0.24489795918367346,0.2702702702702703,1,3,52,29.72972972972973,648,18,195,1,0,0
103,3,29,18,3,1,5,5322,1,1,0.8333333333333334,0.13592233009708737,1,1,20,24.961165048543688,134,4,134,6,5,0
55,6,31,3,0,0,16,1657,0,1,0.0,0.2909090909090909,0,1,20,16.71698113207547,203,35,54,3,0,0
86,0,0,3,0,0,13,8385,0,1,1.0,0.4883720930232558,1,7,19,20.232558139534884,116,11,47,2,0,0
221,0,6,20,5,0,30,11874,0,1,0.7272727272727273,0.8959276018099548,1,1,67,135.1681818181818,966,92,12,3,0,0
171,1,13,20,2,0,17,6773,0,1,0.8333333333333334,0.9941520467836257,1,0,21,34.05882352941177,237,74,15,11,11,0
168,1,1,47,13,1,38,5827,0,1,0.6206896551724138,0.6428571428571429,1,10,110,36.86904761904762,400,59,73,3,0,0
251,1,9,34,3,1,24,7462,0,1,0.37037037037037035,0.2948207171314741,1,2,43,33.149193548387096,221,3,53,3,2,0
17,1,1,13,7,1,4,2428,0,1,0.8181818181818182,0.35294117647058826,1,2,48,24.4375,91,8,9,3,1,0
64,1,2,28,5,0,26,2620,0,1,0.8,0.6875,1,1,11,31.571428571428573,134,14,10,6,1,0
380,0,1,14,0,1,8,40222,0,1,0.8333333333333334,0.7921052631578948,1,6,73,40.73157894736842,202,15,40,5,3,0
436,2,10,174,17,1,48,28019,0,1,0.6491228070175439,0.4724770642201835,1,5,245,149.12413793103448,1532,134,124,7,4,0
509,3,12,16,4,0,5,27409,0,1,0.9,0.2220039292730845,1,10,103,40.83464566929134,525,10,21,9,5,0
246,0,5,44,2,0,47,8373,0,1,1.0,0.7398373983739838,1,4,21,31.024489795918367,233,22,41,5,5,0
185,1,0,19,1,0,7,7216,0,1,0.1875,0.8324324324324325,1,0,22,39.46448087431694,65,13,33,7,2,0
187,3,7,13,1,0,14,33873,0,1,1.0,0.0962566844919786,1,0,19,17.834224598930483,739,9,8,3,3,0
288,1,1,31,2,0,11,12104,0,1,0.9333333333333333,0.9236111111111112,1,10,95,57.04255319148936,294,58,8,3,1,0
226,2,2,10,0,1,21,16669,0,1,0.75,0.9867256637168141,1,1,86,49.55111111111111,366,44,19,3,1,0
11,0,0,1,1,0,2,195,0,1,1.0,0.6363636363636364,0,0,6,16.454545454545453,6,1,1,1,0,0
165,2,2,15,0,0,11,6702,0,1,0.7777777777777778,0.8787878787878788,1,4,77,37.141975308641975,27,15,20,2,1,0
80,0,0,33,1,0,29,1621,0,1,1.0,0.275,1,0,10,24.539473684210527,78,11,36,14,14,0
153,0,27,30,5,1,29,5360,0,1,0.6470588235294118,0.5620915032679739,1,0,14,37.946666666666665,241,39,15,8,1,0
243,1,4,14,1,1,12,7687,0,1,0.25,0.6707818930041153,1,0,6,29.02469135802469,303,24,53,8,1,0
76,3,20,3,0,0,5,5378,1,1,0.0,0.4605263157894737,1,1,40,27.27027027027027,214,2,2,3,0,0
37,0,1,18,0,1,27,1254,0,1,0.8888888888888888,0.2972972972972973,1,0,2,18.285714285714285,49,9,1,1,1,0
156,2,12,100,20,0,35,13716,0,1,0.8888888888888888,0.8717948717948718,1,5,24,60.21153846153846,312,50,52,13,11,0
1,0,0,0,0,0,1,250,0,1,0.0,1.0,0,0,2,27.0,2,1,4,0,0,0
35,0,1,64,6,0,35,2402,0,1,0.9607843137254902,0.3142857142857143,1,1,3,29.393939393939394,96,8,13,18,18,0
146,4,11,47,2,0,12,8140,0,1,0.75,0.2945205479452055,1,1,15,25.924657534246574,291,50,24,7,7,0
91,3,19,52,5,0,29,9884,0,1,0.5121951219512195,0.3076923076923077,1,7,45,21.91111111111111,589,41,21,6,1,0
58,1,8,34,18,1,21,4488,0,1,0.391304347826087,0.034482758620689655,1,2,116,11.055555555555555,100,31,92,9,2,0
217,1,4,42,2,0,26,9037,0,1,0.37142857142857144,0.03686635944700461,1,0,75,46.78801843317972,494,185,33,4,1,0
102,3,3,37,8,1,23,4571,0,1,0.5151515151515151,0.5882352941176471,1,0,6,25.14851485148515,388,2,22,2,0,0
80,0,1,23,1,1,19,3225,0,1,0.9285714285714286,0.9625,1,0,3,50.8375,120,8,3,1,1,0
20,0,0,17,0,0,55,2500,0,1,0.9166666666666666,0.15,1,0,1,35.65,57,1,3,1,1,0
226,1,18,57,6,1,18,12363,0,1,0.8461538461538461,0.6946902654867256,1,0,10,46.64159292035398,390,79,114,5,5,0
348,1,65,64,2,0,32,9903,0,1,0.9333333333333333,0.8850574712643678,1,1,29,38.210031347962385,432,37,58,13,13,0
27,1,2,2,0,1,2,692,0,1,1.0,0.9629629629629629,1,0,3,30.11111111111111,18,5,8,0,0,0
106,1,2,59,2,1,7,776,0,1,0.9555555555555556,0.9150943396226415,1,2,17,33.608247422680414,157,34,93,4,4,0
82,0,0,22,0,1,4,4023,0,1,0.9375,0.24390243902439024,1,2,79,20.493827160493826,274,24,61,5,1,0
194,2,14,111,17,1,28,15521,0,1,0.7547169811320755,0.7731958762886598,1,3,83,56.02590673575129,530,86,186,5,5,0
277,0,1,49,13,0,36,7942,0,1,0.6666666666666666,0.20216606498194944,1,1,35,44.10486891385768,249,34,62,3,2,0
166,1,1,79,11,0,32,7726,0,1,0.8043478260869565,0.9036144578313253,1,0,42,55.55769230769231,388,25,105,12,12,0
140,3,17,20,2,1,3,1838,1,1,0.6666666666666666,0.9928571428571429,1,1,6,38.66428571428571,117,14,84,4,4,0
188,1,1,87,11,1,14,5307,0,1,0.5344827586206896,0.7021276595744681,1,1,17,49.898936170212764,392,38,124,19,1,0
349,3,10,104,12,0,22,9962,0,1,0.32608695652173914,0.8252148997134671,1,11,36,58.03179190751445,441,85,100,13,9,0
518,3,13,76,17,1,36,28055,0,1,0.7884615384615384,0.9247104247104247,1,15,67,64.15503875968992,1325,319,48,2,1,0
